form	lemma	POS	morph
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
suen	suen	PROpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
por	por2	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
povres	povre	NOMcom	NOMB.=p|GENRE=m|CAS=r
q	que2	PROrel	NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	
avoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	
Et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
damoiseles	damoisele	NOMcom	NOMB.=p|GENRE=f|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
par	par	PRE	
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
rescous	rescorre	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
poverté	povreté	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
de	de	PRE	
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
de	de	PRE	
malvese	mauvais	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
renomee	renomee	NOMcom	NOMB.=s|GENRE=f|CAS=r
maria	marïer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
filles	fille	NOMcom	NOMB.=p|GENRE=f|CAS=r
hautement	hautement	ADVgen	DEGRE=-
solonc	selonc	PRE	
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
nobleces	noblece	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	
Et	et	CONcoo	
por	por2	PRE	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
doivent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
encore	encore	ADVgen	DEGRE=-
avoir	avoir	VERinf	NOMB.=x|GENRE=x|CAS=x
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=n
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n
puceles	pucele	NOMcom	NOMB.=p|GENRE=f|CAS=n
desconseillies	desconseillier	VERppe	NOMB.=p|GENRE=f|CAS=n
en	en1	PRE	
saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Quant	cant1	CONsub	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fet	faire	VERppe	NOMB.=s|GENRE=n|CAS=n
et	et	CONcoo	
avenu	avenir	VERppe	NOMB.=s|GENRE=n|CAS=n
qe	que2	PROrel	NOMB.=s|GENRE=n|CAS=n
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=n|CAS=r
et	et	CONcoo	
conté	conter	VERppe	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	
et	et	CONcoo	
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
bons	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
jovenceaus	jovencel	NOMcom	NOMB.=s|GENRE=m|CAS=n
menoit	mener	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
seinte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
abandonoit	abandoner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r
tout	tot	PROind	NOMB.=s|GENRE=n|CAS=r
a	a3	PRE	
bones	bon	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
oevres	uevre	NOMcom	NOMB.=p|GENRE=f|CAS=r
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qe	que4	CONsub	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
arcevesqes	arcevesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
Myrre	Myrre	NOMpro	NOMB.=s|GENRE=f|CAS=r
trespassa	trespasser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
siecle	siecle	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
molt	mout	ADVgen	DEGRE=-
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
esté	estre1	VERppe	NOMB.=s|GENRE=m|CAS=n
bons	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
religieus	religïos	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mené	mener	VERppe	NOMB.=s|GENRE=f|CAS=r
seinte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
La	là	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	
assemblerent	assembler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
voisin	voisin	NOMcom	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
evesqes	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
clerc	clerc	NOMcom	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
contree	contree	NOMcom	NOMB.=s|GENRE=f|CAS=r
por	por2	PRE	
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
eslection	eleccïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
mout	mout	ADVgen	DEGRE=-
proierent	priier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	
governer	governer	VERinf	NOMB.=x|GENRE=x|CAS=x
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
Eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
envoiast	envoiier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
preudome	prodome	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Entr	entre	PRE	
'	'	PONfbl	
els	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
evesqe	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
auctorité	autorité	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	
cui	que2	PROrel	NOMB.=s|GENRE=m|CAS=i
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
aferes	afaire2	NOMcom	NOMB.=s|GENRE=m|CAS=n
pendoit	pendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
qe	que4	CONsub	
cui	que2	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
esliroit	eslire	VERcjg	MODE=con|PERS.=3|NOMB.=s
,	,	PONfbl	
qe	que4	CONsub	
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
autre	autre	PROind	NOMB.=p|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prenderoient	prendre	VERcjg	MODE=con|PERS.=3|NOMB.=p
.	.	PONfrt	
Einsi	ainsi	ADVgen	DEGRE=-
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
avoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
entr	entre	PRE	
'	'	PONfbl	
eus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
esgardé	esgarder	VERppe	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	
comune	comun	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
sentence	sentence	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
car	car	CONcoo	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
savoient	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
a	a3	PRE	
religieus	religïos	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	
Et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r
entendoit	entendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
bien	bien1	ADVgen	DEGRE=-
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	
a	a3	PRE	
ovrer	ovrer	VERinf	NOMB.=x|GENRE=x|CAS=x
selonc	selonc	PRE	
droiture	droiture	NOMcom	NOMB.=s|GENRE=f|CAS=r
proia	priier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
ceus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
la	là	ADVgen	DEGRE=-
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
assamblez	assembler	VERppe	NOMB.=p|GENRE=m|CAS=n
en	en1	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglise	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
evesqes	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	
prestres	prestre	NOMcom	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	
clers	clerc	NOMcom	NOMB.=p|GENRE=m|CAS=n
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
fussent	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
en	en1	PRE	
jeunes	jëune	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	
en	en1	PRE	
proieres	priiere	NOMcom	NOMB.=p|GENRE=f|CAS=r
envers	envers2	PRE	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
deignast	deignier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
demostrer	demostrer	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	
ensignier	enseignier	VERinf	NOMB.=x|GENRE=x|CAS=x
cui	que2	PROrel	NOMB.=s|GENRE=m|CAS=i
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
voudroit	voloir	VERcjg	MODE=con|PERS.=3|NOMB.=s
eslire	eslire	VERinf	NOMB.=x|GENRE=x|CAS=x
a	a3	PRE	
meintenir	maintenir	VERinf	NOMB.=x|GENRE=x|CAS=x
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pueple	pueple	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
Eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Dont	dont	ADVgen	DEGRE=-
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
einsi	ainsi	ADVgen	DEGRE=-
com	come1	CONsub	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
amonesté	amonester	VERppe	NOMB.=s|GENRE=n|CAS=r
et	et	CONcoo	
proierent	priier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cuers	cuer2	NOMcom	NOMB.=p|GENRE=m|CAS=r
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
degnast	deignier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
demostrer	demostrer	VERinf	NOMB.=x|GENRE=x|CAS=x
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r
pastor	pastor	NOMcom	NOMB.=s|GENRE=m|CAS=r
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
dignes	digne	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
de	de	PRE	
governer	governer	VERinf	NOMB.=x|GENRE=x|CAS=x
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
eveschié	eveschié	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
ententis	ententif	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
de	de	PRE	
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
volenté	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	
Si	si	ADVgen	DEGRE=-
com	come1	CONsub	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
fesoient	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
einsi	ainsi	ADVgen	DEGRE=-
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
oroisons	oraison	NOMcom	NOMB.=p|GENRE=f|CAS=r
par	par	PRE	
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
devotion	devocïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
sor	sor2	PRE	
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=i
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n
'	'	PONfbl	
eslection	eleccïon	NOMcom	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mise	metre2	VERppe	NOMB.=s|GENRE=f|CAS=n
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
ciel	ciel	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=f|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
issist	issir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
fors	fors1	ADVgen	DEGRE=-
et	et	CONcoo	
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
esteüst	estovoir1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
entree	entree	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
q	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	
verroit	vëoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
venir	venir	VERinf	NOMB.=x|GENRE=x|CAS=x
premiers	premier	ADJord	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
matinee	matinee	NOMcom	NOMB.=s|GENRE=f|CAS=r
preïst	prendre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sacrast	sacrer	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
evesqe	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
encore	encore	ADVgen	DEGRE=-
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=n
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
apelez	apeler	VERppe	NOMB.=s|GENRE=m|CAS=n
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	
Dont	dont	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
autres	autre	PROind	NOMB.=p|GENRE=m|CAS=r
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que2	PROrel	NOMB.=s|GENRE=n|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
oï	öir	VERppe	NOMB.=s|GENRE=n|CAS=r
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
fussent	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
toz	tot	ADVgen	DEGRE=-
coiz	coi1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	
en	en1	PRE	
orissons	oraison	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
iroit	aler	VERcjg	MODE=con|PERS.=3|NOMB.=s
toz	tot	ADVgen	DEGRE=-
seus	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
guetier	gaitier	VERinf	NOMB.=x|GENRE=x|CAS=x
a	a3	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
entree	entree	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
tresq	tresque1	ADVgen	DEGRE=-
'	'	PONfbl	
a	a3	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
jornee	jornee	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Einsint	ainsi	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	
a	a3	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r
qe	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=n
tot	tot	ADVgen	DEGRE=-
droitement	droitement	ADVgen	DEGRE=s
aussint	aussi	ADVgen	DEGRE=-
com	come1	CONsub	
se	se	CONsub	
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
envoiast	envoiier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
faisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
sanz	sans	PRE	
doutance	dotance	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Qant	cant1	CONsub	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
aproisma	aproismier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
entree	entree	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglise	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
la	là	ADVgen	DEGRE=-
